,Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Money_Value,Score_MV,Risk_D,District_Loss,RiSk_E,History,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk,MONEY_Marks
724,55.57,0.0,0.2,0.0,8.49,0.6,5.094,8.49,5.0,0.2,0.43,0.2,0.086,2,0.4,0,3.2,6.58,0.4,1.316,1,2
725,55.57,1.6,0.4,0.64,0.0,0.2,0.0,1.6,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,2.04,0.4,0.408,0,2
726,55.57,0.3,0.2,0.06,0.0023,0.2,0.00046,0.3023,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.46046,0.4,0.292092,0,2
727,55.57,0.47,0.2,0.094,0.46,0.2,0.092,0.93,5.0,0.2,0.42,0.2,0.084,2,0.4,0,2.0,1.67,0.4,0.334,0,2
728,55.57,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.02,0.2,0.004,2,0.4,0,2.0,1.404,0.4,0.2808,0,2
729,55.57,1.19,0.4,0.476,0.0,0.2,0.0,1.19,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.876,0.4,0.3752,0,2
730,55.57,0.0,0.2,0.0,1.29,0.4,0.516,1.29,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.6,1.916,0.4,0.3832,0,2
731,55.57,0.7,0.2,0.14,0.79,0.2,0.158,1.49,5.5,0.4,1.91,0.2,0.382,2,0.4,0,2.4,3.28,0.4,0.656,0,2
732,55.57,0.83,0.2,0.166,0.0,0.2,0.0,0.83,5.0,0.2,0.14,0.2,0.028,2,0.4,0,2.0,1.594,0.4,0.3188,0,2
733,55.57,0.74,0.2,0.148,0.0,0.2,0.0,0.74,5.0,0.2,2.4,0.2,0.48,2,0.4,0,2.0,2.028,0.4,0.4056,0,2
734,55.57,0.2,0.2,0.04,0.0,0.2,0.0,0.2,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.44,0.4,0.288,0,2
735,55.57,1.4,0.4,0.56,0.06,0.2,0.012,1.46,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.972,0.4,0.3944,0,2
736,55.57,0.4,0.2,0.08,0.0025,0.2,0.0005,0.4025,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4805,0.4,0.2961,0,2
737,55.57,0.85,0.2,0.17,1.0,0.4,0.4,1.85,5.0,0.2,0.4,0.2,0.08,2,0.4,0,2.6,2.05,0.4,0.41,0,2
738,55.57,0.0,0.2,0.0,0.88,0.2,0.176,0.88,5.0,0.2,0.07,0.2,0.014,2,0.4,0,2.0,1.59,0.4,0.318,0,2
739,55.57,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
740,55.57,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.848,0.4,0.3696,0,2
741,55.57,1.28,0.4,0.512,0.0,0.2,0.0,1.28,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.912,0.4,0.3824,0,2
742,55.57,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
743,55.57,0.0,0.2,0.0,1.16,0.4,0.464,1.16,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.6,1.864,0.4,0.3728,0,2
744,55.57,0.1,0.2,0.02,0.0,0.2,0.0,0.1,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.42,0.4,0.284,0,2
745,55.57,1.06,0.4,0.424,1.6,0.4,0.64,2.66,5.0,0.2,16.09,0.6,9.654,2,0.4,0,3.2,12.118,0.4,2.4236,1,6
746,55.57,0.25,0.2,0.05,0.0017,0.2,0.00034,0.2517,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.45034,0.4,0.290068,0,2
747,55.57,0.31,0.2,0.062,0.0015,0.2,0.0003,0.3115,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4623,0.4,0.29246,0,2
748,55.57,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
749,55.57,0.84,0.2,0.168,0.0,0.2,0.0,0.84,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.568,0.4,0.3136,0,2
750,55.57,1.09,0.4,0.436,0.0,0.2,0.0,1.09,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.836,0.4,0.3672,0,2
751,55.57,1.29,0.4,0.516,0.0,0.2,0.0,1.29,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.916,0.4,0.3832,0,2
752,55.57,0.51,0.2,0.102,0.37,0.2,0.074,0.88,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.576,0.4,0.3152,0,2
753,55.57,0.09,0.2,0.018,0.0,0.2,0.0,0.09,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.418,0.4,0.2836,0,2
754,55.57,0.39,0.2,0.078,0.91,0.2,0.182,1.3,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.66,0.4,0.332,0,2
755,55.57,1.07,0.4,0.428,0.0,0.2,0.0,1.07,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.2,1.828,0.4,0.3656,0,2
756,55.57,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
757,55.57,0.5,0.2,0.1,2.97,0.6,1.782,3.47,5.0,0.2,0.18,0.2,0.036,2,0.4,0,3.2,3.318,0.4,0.6636,0,2
758,55.57,0.49,0.2,0.098,0.55,0.2,0.11,1.04,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.608,0.4,0.3216,0,2
759,55.57,0.84,0.2,0.168,0.65,0.2,0.13,1.49,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.698,0.4,0.3396,0,2
760,55.57,0.9,0.2,0.18,1.11,0.4,0.444,2.01,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.6,2.024,0.4,0.4048,0,2
761,55.57,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.4,0.4,0.28,0,2
762,55.57,0.59,0.2,0.118,0.0,0.2,0.0,0.59,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.518,0.4,0.3036,0,2
763,55.57,0.02,0.2,0.004,0.0,0.2,0.0,0.02,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.404,0.4,0.2808,0,2
764,55.57,1.48,0.4,0.592,4.48,0.6,2.688,5.96,5.0,0.2,0.0,0.2,0.0,2,0.4,0,3.4,4.68,0.4,0.936,0,2
765,55.57,0.0,0.2,0.0,3.3,0.6,1.98,3.3,5.0,0.2,0.0,0.2,0.0,2,0.4,0,3.2,3.38,0.4,0.676,0,2
766,55.57,0.8,0.2,0.16,0.57,0.2,0.114,1.37,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.674,0.4,0.3348,0,2
767,55.57,0.36,0.2,0.072,0.54,0.2,0.108,0.9,5.0,0.2,0.21,0.2,0.042,2,0.4,0,2.0,1.622,0.4,0.3244,0,2
768,55.57,0.44,0.2,0.088,0.53,0.2,0.106,0.97,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.594,0.4,0.3188,0,2
769,55.57,0.51,0.2,0.102,0.5,0.2,0.1,1.01,5.0,0.2,0.09,0.2,0.018,2,0.4,0,2.0,1.62,0.4,0.324,0,2
770,55.57,0.75,0.2,0.15,0.45,0.2,0.09,1.2,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.64,0.4,0.328,0,2
771,55.57,0.49,0.2,0.098,0.4,0.2,0.08,0.89,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.578,0.4,0.3156,0,2
772,55.57,0.47,0.2,0.094,0.37,0.2,0.074,0.84,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.568,0.4,0.3136,0,2
773,55.57,0.24,0.2,0.048,0.04,0.2,0.008,0.28,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.456,0.4,0.2912,0,2
774,55.57,0.2,0.2,0.04,0.0,0.2,0.0,0.2,5.0,0.2,0.0,0.2,0.0,2,0.4,0,2.0,1.44,0.4,0.288,0,2
775,55.57,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.32,0.2,0.064,2,0.4,0,2.0,1.464,0.4,0.2928,0,2
